doc_id,countryname,party,manifesto_id,text,cmp_code,nostalgic_at_least_1,nostalgic_at_least_2,nostalgic_at_least_3,nostalgic_at_least_4,translation_at_least_1,translation_at_least_2,translation_at_least_3,translation_at_least_4,nostalgic_coder1,nostalgic_coder2,nostalgic_coder3,nostalgic_coder4,translation_coder1,translation_coder2,translation_coder3,translation_coder4,translation_agreement_coders,nostalgia_sum,nostalgia_sum_emb,nostalgia_emb,nostalgia_dictionary_emb,nostalgia_dictionary,nostalgia_agreement_coders
42110 1990-10-07 394,Austria,42110,42110 1990-10-07,l The historic building of cities and towns is to include accurate and evaluate art history.,NA,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,1,1,3
41320 2002-09-22 244,Germany,41320,41320 2002-09-22,We are committed to fairer world trade relations in the interests of developing countries.,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33907 2011-11-20 38,Spain,33907,33907 2011-11-20,"it is also necessary to take an intelligent policy and weighted increase in revenue also serve to balance the distribution of the burden of the costs of the crisis, aiming for the sectors most economically disadvantaged and currently are not contributing with basic criteria progressiveness.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97522 2014-07-13 545,Slovenia,97522,97522 2014-07-13,"Cases in the past twenty years a lot: the network industries (telecommunications, electro-distribution, gas) through the banking and commercial sector all the way to the construction sector.",403,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
34313 2015-01-25 128,Greece,34313,34313 2015-01-25,Only coordinate and mutually agreed with our partners will make it possible for the final exit from the memorandum and the return to institutional normality in the country.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
13320 2015-06-18 534,Denmark,13320,13320 2015-06-18,We have a good and long tradition that the major parties in parliament to take responsibility and cooperate.,305.1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
51901 2015-05-07 534,United Kingdom,51901,51901 2015-05-07,"“Lack of infrastructure investment dampens all efforts to boost our economy. If the people of Wales want improved services, quicker journeys and better-connected communities, they should back Plaid Cymru’s efforts to secure fair transport funding for our nation.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41420 2017-09-24 817,Germany,41420,41420 2017-09-24,Only those who have managed to re-enter the labor market can rise and move forward.,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86810 2002-04-07 117,Hungary,86810,86810 2002-04-07,"27 restores historic churches esteem,",603,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,1,1,3
13720 2001-11-20 1215,Denmark,13720,13720 2001-11-20,"We can affect a very small number of people from foreign cultures, but a migration of the size and composition, we have seen in the last decades of the 20th century.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1
83411 2015-03-01 304,Estonia,83411,83411 2015-03-01,We create day care and support for people with disabilities and enable omastehooldajatel return to the labor market.,504,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0
88621 2016-10-09 3881,Lithuania,88621,88621 2016-10-09,"New era of state formation formed during our points of view, the history of understanding the paradigm and today remains viable, it affects our society prevailing provisions.",607.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1
31320 1997-05-25 38,France,31320,31320 1997-05-25,"Our political approach, renovated, remains rooted in three convictions.",NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
32520 1992-04-06 563,Italy,32520,32520 1992-04-06,"Urban decay next to the persistence of subcultures criminogenic facilitated the roots of illegal countervailing powers, allowing the growth, sometimes exasperated, behavior, individual and collective, which tend to negate the values ​​of civil society.",NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1
53620 1981-06-11 394,Ireland,53620,53620 1981-06-11,"The major objectives of this policy are:  - to reduce dependence on imported oil and to lessen the disruption caused by supply interruptions and steep price rises;  - to increase energy investment so as to reduce significantly during the coming decade the share of oil in total energy consumption;  - to promote continuing extensive exploration for oil around our coasts and to encourage the early development of a commercial oil field;  - in the event of a commercial oil find to make every effort to refine as large a portion as possible in Ireland and to create additional employment in oil handling, distribution and processing; also to achieve the maximum input into off-shore servicing;  - to increase security of energy supplies by strengthening the national capacity for stockholding and refining;  - to obtain a significant portion of our oil needs direct from the oil producers;  - to develop the use of natural gas for the maximum benefit of the economy;  - to build up the E.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
35220 1999-10-10 2026,Portugal,35220,35220 1999-10-10,"- Annual and significant increase in pensions and retirement, supplements and add-ons in order to compensate for the inflation rate and to ensure the growth of its real value, and review of all low pensions;",706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51320 2015-05-07 154,United Kingdom,51320,51320 2015-05-07,We are a great commercial nation that has been at the centre of global trade for centuries.,401,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
53951 2007-05-24 737,Ireland,53951,53951 2007-05-24,Provide specific recycling depots for small business to enable them to reduce their waste management costs.,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82110 2006-06-03 236,Czech Republic,82110,82110 2006-06-03,Municipalities have a say in the location of such a facility,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87021 2010-10-02 29,Latvia,87021,87021 2010-10-02,and implement a reasonable land tax policy.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86710 2014-04-06 1439,Hungary,86710,86710 2014-04-06,"Already, according to the government's own forecast is completely unrealistic for the first time in the past four years, and then quickly revised and published for 10 years now, """"one million new jobs"""" vision -",410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
34212 2012-06-17 922,Greece,34212,34212 2012-06-17,"From the previous era of anemic environmental protection in Greece, led by understandings, their efarmostikous laws and the arbitrary actions of the Papandreou government and Papademos, a dramatic environmental destruction, alienation of public property and privatization of basic public goods such as water and energy .",305.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
86110 2010-04-11 3001,Hungary,86110,86110 2010-04-11,"The power of abusive pricing mechanisms should be regulated and made public,",403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97322 2014-07-13 174,Slovenia,97322,97322 2014-07-13,1 Education for the 21st Century,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
51951 2017-06-08 245,United Kingdom,51951,51951 2017-06-08,There are not enough workers in the traditional construction industry to meet their targets.,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
53620 1997-06-06 817,Ireland,53620,53620 1997-06-06,"As well as providing a gateway to employment, education generates a great deal of national activity in imparting knowledge, passing on values, traditions, culture and heritage while enlivening each community with its own sense of place, and each individual with their own sense of worth and potential.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,4
41113 1994-10-16 1602,Germany,41113,41113 1994-10-16,"Alliance 90 / The Greens are derived from the traditions of peace, the Third World and human rights movements.",NA,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,3
42951 2013-09-29 124,Austria,42951,42951 2013-09-29,We want to maintain prosperity for future generations and expand.,410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
11220 2006-09-17 140,Sweden,11220,11220 2006-09-17,We are at a crossroads between a tax-financed welfare distributed fairly and benefits everyone,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120 2015-10-04 493,Portugal,35120,35120 2015-10-04,"Material school, equipment and toys with the company's brand or product.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35311 1995-10-01 1676,Portugal,35311,35311 1995-10-01,promote architectural quality by encouraging innovation and creativity and ensuring their compatibility with the old and historic.,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
21321 1991-11-24 573,Belgium,21321,21321 1991-11-24,They will can not count after all the solidarity of the others.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34313 2004-03-07 2682,Greece,34313,34313 2004-03-07,drastically reducing bureaucracy and centralization.,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88820 2004-10-10 523,Lithuania,88820,88820 2004-10-10,• contribute to the Lithuanian ethnic and regional cultural heritage and artistic treasures attractive image of Lithuania and the promotion of our guests as well as other European Union countries and internationally;,607,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
31522 1967-03-05 49,France,31522,31522 1967-03-05,"The Democratic Center Group already many of those who refuse both sterile games of the past, the extremist right and left, the disappointing outcome and the uncertainties of the current regime.",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
92436 2011-10-09 457,Poland,92436,92436 2011-10-09,You can guess that the needs in the ranks of the PO and the back - and fears for the future - are much higher.,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12230 2017-09-11 2176,Norway,12230,12230 2017-09-11,There must be public funding for digitization of local historical materials and upgrading of systems allowing automated lending / submission and digital management of loans can be available throughout the country.,502,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
35210 1980-10-05 191,Portugal,35210,35210 1980-10-05,What was outlined five years ago should one day be completed decision.,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
12320 1977-09-11 168,Norway,12320,12320 1977-09-11,#NAME?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82610 2017-10-21 728,Czech Republic,82610,82610 2017-10-21,The current crisis of funding for sport has its roots in the long undervaluing and marginalization of sporting agenda.,502,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
12420 2005-09-12 1902,Norway,12420,12420 2005-09-12,In this connection it is important to get a legal framework that ensures the most significant natural history discoveries to the public.,501,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3
82320 2010-05-29 350,Czech Republic,82320,82320 2010-05-29,This is particularly the use of systems of separated biological waste composting or used as fuel in installations for energy recovery II. generation.,501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
51620 1987-06-11 707,United Kingdom,51620,51620 1987-06-11,Immigrant communities have already shown that it is possible to play an active and influential role in the mainstream of British life without losing one's distinctive cultural traditions.,NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
92436 2007-10-21 169,Poland,92436,92436 2007-10-21,Lowering the age of criminal responsibility is to the offense of a hooligan nature could reply already 15-year-olds.,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82413 2010-05-29 900,Czech Republic,82413,82413 2010-05-29,"And in sports that have a long tradition, and whose action is short-term in nature.",502,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,3
80510 2014-10-05 147,Bulgaria,80510,80510 2014-10-05,Financial stability is not an end in itself an ideology and a prerequisite for economic growth,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11320 2014-09-14 508,Sweden,11320,11320 2014-09-14,But the common security and crisis management must also be built in collaboration with others.,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21111 1985-10-13 208,Belgium,21111,21111 1985-10-13,"Limitless in space and in time, it is as well the countries of the Third World that future generations, for whom we must protect the environment and resources.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
15450 2016-10-29 71,Iceland,15450,15450 2016-10-29,Increased globalization accompanied by rising challenges takes seriously.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88440 2012-10-14 262,Lithuania,88440,88440 2012-10-14,"Social security provides information security issues, to facilitate the return of young people emigrated;",706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
34313 2004-03-07 98,Greece,34313,34313 2004-03-07,"Term for the competitiveness of a business today is the implementation of policies and plans for technological modernization, innovation, quality, design, standardization, training.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14810 2011-04-17 648,Finland,14810,14810 2011-04-17,Finland has been active in the reform and emphasized in particular the preservation of the family farm-based agricultural model in Europe.,703,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
83411 2015-03-01 11,Estonia,83411,83411 2015-03-01,"Our goal is a free man,",201.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33610 2008-03-09 414,Spain,33610,33610 2008-03-09,And the prevalence of state law in the exclusive powers (Article 149.3 EC).,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22320 2006-11-22 1652,Netherlands,22320,22320 2006-11-22,"The government set preconditions and create facilities for the care of cultural heritage, cultural landscapes and archeology to run smoothly.",501,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
41521 1965-09-19 583,Germany,41521,41521 1965-09-19,"Gerhard S c h r ö d e r has established at the Dusseldorf Congress of clear guidelines for this policy: aims of German foreign policy: the preservation of peace, securing freedom and overcoming the division of our nation.",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
12221 1997-09-16 491,Norway,12221,12221 1997-09-16,- work to increase the Sami Parliament's control and participation in decisions affecting the Sami culture in general and Sami industries in the traditional Saami areas.,NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
22951 2017-03-15 1439,Netherlands,22951,22951 2017-03-15,people never returned without careful procedure.,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
31521 1958-11-23 612,France,31521,31521 1958-11-23,#NAME?,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
97460 2014-07-13 512,Slovenia,97460,97460 2014-07-13,Focus is needed on the farms that are family owned and have been handed down from generation to generation.,703.1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,2
12420 2009-09-14 314,Norway,12420,12420 2009-09-14,1.4.6 cultural heritage and cultural environments,NA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3
11810 1985-09-15 17,Sweden,11810,11810 1985-09-15,"No effort should be spared to achieve freedom and peace, detente and disarmament.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420 1965-09-12 400,Norway,12420,12420 1965-09-12,"If the situation warrants it, it should be kept consultative referendum before Parliament takes the final decision about continued membership in NATO.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21915 1999-06-13 436,Belgium,21915,21915 1999-06-13,"For the Alliance VU & ID must be created in the coming months, work to harmonize corporation with establishing a European minimum rate and a shift from taxes on labor to taxes on capital.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34213 2012-05-06 837,Greece,34213,34213 2012-05-06,Recycling creates multiple jobs from the traditional (and exclusive management method in Greece) disposal in landfills.,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
13421 1964-09-22 31,Denmark,13421,13421 1964-09-22,"This income tax must be supplemented by an increasing consumption taxes on higher consumption, calculated according to the tax return.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
51320 2017-06-08 350,United Kingdom,51320,51320 2017-06-08,"When the 1945 Labour government established the NHS, it created one of the central institutions of fairness of the 20th century.",503,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
32212 2001-05-13 177,Italy,32212,32212 2001-05-13,"In return, the country now suffers the absence of a development planning policy.",416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
80221 2017-03-26 206,Bulgaria,80221,80221 2017-03-26,"Stabilization of the security system and a new concept of work in the sector: New """"police card"""" in which the villages are creating new areas (positions) that are a constant Gendarmerie composition and transport equipment.",605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
